fold,set,oof_index,sample_id
0,train,154,63251
0,train,155,21798
0,train,156,61413
0,train,157,77347
0,train,159,95234
0,train,160,25778
0,train,162,50283
0,train,163,95130
0,train,164,22953
0,train,165,76907
0,train,166,59676
0,train,167,24852
0,train,168,96318
0,train,169,24431
0,train,170,11571
0,train,171,23517
0,train,172,48263
0,train,173,18668
0,train,175,41445
0,train,176,29476
0,train,177,98447
0,train,178,75591
0,train,179,16092
0,train,180,8817
0,train,181,36339
0,train,182,87437
0,train,183,35426
0,train,184,11554
0,train,186,33803
0,train,189,67210
0,train,190,34740
0,train,191,45009
0,train,192,33531
0,train,193,42775
0,train,194,16315
0,train,195,12797
0,train,196,50006
0,train,199,77495
0,train,200,29543
0,train,201,83165
0,train,202,83565
0,train,203,46857
0,train,204,48722
0,train,205,60308
0,train,206,13052
0,train,207,30413
0,train,208,51685
0,train,209,9170
0,train,210,23911
0,train,211,94039
0,train,212,2409
0,train,213,43469
0,train,214,65675
0,train,216,57682
0,train,217,64602
0,train,218,74116
0,train,219,69710
0,train,221,24423
0,train,222,62366
0,train,223,51356
0,train,228,13221
0,train,230,86074
0,train,231,75714
0,train,232,83315
0,train,233,24002
0,train,234,36637
0,train,235,79921
0,train,236,24676
0,train,237,52499
0,train,238,87513
0,train,239,71682
0,train,241,55084
0,train,242,68272
0,train,243,27561
0,train,244,30688
0,train,245,35880
0,train,246,30469
0,train,247,53985
0,train,248,10061
0,train,249,47899
0,train,250,26320
0,train,251,14744
0,train,252,44485
0,train,253,17494
0,train,254,65924
0,train,255,88645
0,train,256,2317
0,train,257,25319
0,train,258,5367
0,train,259,65297
0,train,260,56496
0,train,261,45469
0,train,262,59906
0,train,263,46716
0,train,264,40048
0,train,265,62431
0,train,266,72531
0,train,267,19609
0,train,268,58677
0,train,269,24983
0,train,270,63716
0,train,271,91285
0,train,272,26914
0,train,274,61871
0,train,275,69417
0,train,276,49008
0,train,277,30988
0,train,278,44099
0,train,279,13001
0,train,280,44415
0,train,282,58434
0,train,283,53719
0,train,284,40744
0,train,285,19496
0,train,286,72449
0,train,288,36733
0,train,291,23822
0,train,292,91378
0,train,293,68057
0,train,294,67526
0,train,295,78746
0,train,296,52481
0,train,297,30961
0,train,298,51735
0,train,299,16887
0,train,301,76403
0,train,302,96069
0,train,304,24975
0,train,305,49220
0,train,307,42925
0,train,309,1317
0,train,310,4739
0,train,311,10173
0,train,312,26076
0,train,313,73889
0,train,315,2728
0,train,316,30054
0,train,317,4738
0,train,319,60011
0,train,320,64556
0,train,322,5077
0,train,323,92463
0,train,324,30616
0,train,326,62491
0,train,328,25971
0,train,329,95044
0,train,330,78546
0,train,332,81349
0,train,333,29321
0,train,334,51043
0,train,335,10657
0,train,337,6440
0,train,339,13330
0,train,341,31644
0,train,342,13477
0,train,343,3001
0,train,345,66981
0,train,346,21245
0,train,347,84535
0,train,348,3386
0,train,351,56214
0,train,352,7676
0,train,353,86474
0,train,354,27707
0,train,355,38846
0,train,357,18053
0,train,358,85567
0,train,359,79864
0,train,361,20851
0,train,362,64844
0,train,363,92613
0,train,364,73559
0,train,365,12247
0,train,366,3402
0,train,367,80574
0,train,368,91274
0,train,369,8127
0,train,370,40256
0,train,371,5796
0,train,372,22582
0,train,374,87577
0,train,375,4906
0,train,376,54568
0,train,377,27136
0,train,378,41777
0,train,379,92565
0,train,380,79690
0,train,381,84455
0,train,382,12373
0,train,383,71894
0,train,385,48434
0,train,386,38829
0,train,387,2862
0,train,389,89343
0,train,390,60148
0,train,391,47849
0,train,394,91934
0,train,396,66378
0,train,397,75875
0,train,400,19505
0,train,401,53358
0,train,402,19769
0,train,405,64466
0,train,406,6726
0,train,407,43023
0,train,409,79067
0,train,412,9266
0,train,413,72388
0,train,414,93684
0,train,415,24591
0,train,416,53906
0,train,417,89022
0,train,418,25321
0,train,419,5231
0,train,420,64210
0,train,422,90615
0,train,423,22672
0,train,424,51192
0,train,425,81488
0,train,426,92931
0,train,427,96152
0,train,429,70128
0,train,430,28341
0,train,432,92623
0,train,433,95028
0,train,434,75532
0,train,435,21942
0,train,436,81888
0,train,437,555
0,train,438,24173
0,train,439,15080
0,train,440,85418
0,train,441,6036
0,train,443,44312
0,train,444,87272
0,train,445,51237
0,train,448,30415
0,train,450,68151
0,train,453,51121
0,train,454,45770
0,train,455,72573
0,train,456,31603
0,train,457,19160
0,train,458,98162
0,train,459,15181
0,train,460,42227
0,train,462,35392
0,train,463,79662
0,train,464,8025
0,train,466,64597
0,train,467,35462
0,train,468,62804
0,train,469,35323
0,train,470,9879
0,train,472,31712
0,train,473,2661
0,train,475,76126
0,train,476,40006
0,train,477,64343
0,train,479,1073
0,train,482,2169
0,train,484,19320
0,train,485,6800
0,train,486,26382
0,train,487,32508
0,train,489,49029
0,train,492,27939
0,train,493,96455
0,train,494,63408
0,train,495,93716
0,train,496,43271
0,train,497,4591
0,train,498,14171
0,train,499,1827
0,train,500,83075
0,train,501,31096
0,train,502,2604
0,train,503,5955
0,train,504,29084
0,train,506,10988
0,train,507,70832
0,train,508,53013
0,train,509,48951
0,train,510,42230
0,train,511,73766
0,train,512,8725
0,train,513,96316
0,train,514,98326
0,train,515,18008
0,train,516,37625
0,train,517,44798
0,train,518,83793
0,train,519,87738
0,train,520,43105
0,train,521,86882
0,train,523,66617
0,train,525,20266
0,train,526,29285
0,train,527,87645
0,train,528,48901
0,train,529,14295
0,train,530,88380
0,train,531,38670
0,train,532,77199
0,train,533,44964
0,train,536,1444
0,train,538,56807
0,train,540,48872
0,train,542,20985
0,train,543,5558
0,train,544,15787
0,train,546,28481
0,train,547,62776
0,train,550,59475
0,train,551,50604
0,train,552,12195
0,train,553,35555
0,train,554,22072
0,train,555,18291
0,train,556,5759
0,train,557,45726
0,train,558,82726
0,train,559,9937
0,train,560,77541
0,train,562,19677
0,train,563,2392
0,train,565,5307
0,train,567,7204
0,train,568,46401
0,train,569,65350
0,train,571,78381
0,train,572,52185
0,train,573,36441
0,train,575,33112
0,train,578,93945
0,train,580,56585
0,train,581,36642
0,train,584,77167
0,train,587,13677
0,train,590,5817
0,train,591,41646
0,train,592,40732
0,train,593,73290
0,train,594,29116
0,train,595,90614
0,train,596,75981
0,train,599,67113
0,train,600,66876
0,train,601,51918
0,train,602,8486
0,train,603,38888
0,train,605,1128
0,train,606,52486
0,train,607,42910
0,train,608,18705
0,train,609,88118
0,train,612,79920
0,train,613,90806
0,train,614,21730
0,train,615,79563
0,train,617,903
0,train,618,73208
0,train,619,64374
0,train,620,56787
0,train,621,81861
0,train,623,84998
0,train,624,13999
0,train,625,68758
0,train,626,27541
0,train,627,70221
0,train,629,54925
0,train,630,86277
0,train,631,84193
0,train,632,77301
0,train,633,98756
0,train,634,20876
0,train,635,46570
0,train,636,45735
0,train,637,14809
0,train,638,1949
0,train,639,42989
0,train,640,91399
0,train,641,55907
0,train,642,74609
0,train,643,91595
0,train,644,53194
0,train,645,82973
0,train,646,18660
0,train,647,70569
0,train,649,61001
0,train,650,40113
0,train,651,35882
0,train,653,66173
0,train,654,85702
0,train,656,7639
0,train,658,43457
0,train,659,51673
0,train,660,35660
0,train,661,55495
0,train,662,78929
0,train,665,38639
0,train,666,90532
0,train,667,92501
0,train,669,50544
0,train,672,88881
0,train,673,48408
0,train,674,2203
0,train,675,41910
0,train,676,9644
0,train,677,81217
0,train,678,71697
0,train,679,53521
0,train,680,27413
0,train,681,14268
0,train,682,25544
0,train,683,81053
0,train,684,60812
0,train,686,31592
0,train,687,42940
0,train,688,62158
0,train,689,18446
0,train,690,37753
0,train,692,30268
0,train,693,98929
0,train,695,47102
0,train,696,7500
0,train,697,66522
0,train,698,59177
0,train,699,12695
0,train,700,93068
0,train,701,7920
0,train,702,67570
0,train,703,51993
0,train,704,31304
0,train,705,67043
0,train,706,3943
0,train,707,64008
0,train,708,65722
0,train,709,59518
0,train,710,55427
0,train,711,54154
0,train,712,46837
0,train,713,55248
0,train,714,52266
0,train,715,27129
0,train,716,44719
0,train,717,70626
0,train,718,78060
0,train,720,68390
0,train,721,5898
0,train,722,53800
0,train,723,67310
0,train,724,43491
0,train,725,60987
0,train,727,79293
0,train,728,92202
0,train,729,41338
0,train,730,63811
0,train,731,40670
0,train,732,52345
0,train,733,2293
0,train,734,38501
0,train,735,97136
0,train,736,52903
0,train,737,11545
0,train,738,17424
0,train,739,18427
0,train,742,37574
0,train,743,60060
0,train,744,67116
0,train,746,39826
0,train,747,22045
0,train,748,39190
0,train,749,20153
0,train,750,35764
0,train,751,78286
0,train,753,47957
0,train,754,88801
0,train,756,1944
0,train,757,78590
0,train,758,88413
0,train,759,6071
0,train,760,45072
0,train,761,13348
0,train,762,76235
0,train,765,65045
0,train,768,71874
0,train,769,37281
0,train,770,23141
0,train,771,96128
0,train,772,50980
0,train,773,61128
0,train,774,49616
0,train,775,60415
0,train,776,89408
0,train,777,78743
0,train,778,42600
0,train,779,28540
0,train,780,54565
0,train,781,22117
0,train,782,59987
0,train,783,92974
0,train,785,35201
0,train,786,38811
0,train,787,36295
0,train,788,24392
0,train,789,18810
0,train,790,43930
0,train,791,59123
0,train,792,30802
0,train,793,92400
0,train,795,26672
0,train,796,6084
0,train,797,59307
0,train,798,69649
0,train,799,8742
0,train,800,33795
0,train,801,11839
0,train,802,89297
0,train,803,50774
0,train,804,62372
0,train,805,68269
0,train,807,80663
0,train,809,3128
0,train,810,57529
0,train,812,81119
0,train,813,95072
0,train,815,62370
0,train,818,65339
0,train,820,1850
0,train,821,99930
0,train,822,19665
0,train,825,35130
0,train,827,14901
0,train,828,59369
0,train,829,78841
0,train,830,37712
0,train,831,27181
0,train,832,60734
0,train,833,62587
0,train,835,57729
0,train,837,91734
0,train,838,47337
0,train,840,10305
0,train,841,90794
0,train,842,81002
0,train,844,44025
0,train,845,84494
0,train,846,34801
0,train,847,22661
0,train,848,10878
0,train,849,2061
0,train,851,11201
0,train,852,96459
0,train,853,61042
0,train,854,54576
0,train,855,40900
0,train,856,49431
0,train,858,39797
0,train,859,10073
0,train,860,12011
0,train,862,94275
0,train,864,38959
0,train,865,38925
0,train,866,32609
0,train,867,67620
0,train,868,8427
0,train,869,68514
0,train,870,4771
0,train,872,90065
0,train,873,82111
0,train,874,59403
0,train,875,34240
0,train,877,9585
0,train,878,18399
0,train,879,84445
0,train,881,22649
0,train,882,71491
0,train,883,64237
0,train,884,77291
0,train,886,93312
0,train,887,16089
0,train,889,37744
0,train,890,30309
0,train,891,87274
0,train,892,36379
0,train,893,92483
0,train,894,62340
0,train,895,8347
0,train,897,71773
0,train,899,84215
0,train,900,29880
0,train,904,56066
0,train,908,420
0,train,909,53043
0,train,910,90341
0,train,911,60721
0,train,912,61304
0,train,913,8942
0,train,914,35907
0,train,915,61456
0,train,916,87697
0,train,918,58473
0,train,919,90692
0,train,920,75892
0,train,921,97643
0,train,922,92652
0,train,924,33622
0,train,925,17303
0,train,928,82413
0,train,929,51440
0,train,930,80348
0,train,931,25103
0,train,933,77318
0,train,934,11904
0,train,935,34752
0,train,936,3598
0,train,940,40939
0,train,941,81574
0,train,942,20581
0,train,943,60402
0,train,944,29220
0,train,945,65728
0,train,946,84913
0,train,947,84562
0,train,948,25238
0,train,949,96028
0,train,950,24743
0,train,951,32602
0,train,952,24581
0,train,953,65715
0,train,954,15542
0,train,955,55201
0,train,956,1083
0,train,957,65473
0,train,958,34963
0,train,959,33371
0,train,960,36390
0,train,961,7501
0,train,962,35046
0,train,965,63845
0,train,966,16484
0,train,967,19843
0,train,968,38484
0,train,970,33953
0,train,972,22269
0,train,974,53083
0,train,975,68576
0,train,976,50728
0,train,977,5408
0,train,978,46801
0,train,980,84227
0,train,983,55954
0,train,984,8873
0,train,985,49749
0,train,987,47680
0,train,989,82501
0,train,991,32012
0,train,992,53103
0,train,994,49578
0,train,996,67106
0,train,997,95923
0,train,998,89328
0,train,999,40837
0,train,1000,48878
0,train,1001,43046
0,train,1002,88229
0,train,1003,1741
0,train,1006,210
0,train,1007,46939
0,train,1009,42073
0,train,1011,45578
0,train,1012,14745
0,train,1013,37441
0,train,1014,61115
0,train,1015,49455
0,train,1017,99733
0,train,1018,45302
0,train,1019,81408
0,train,1020,12790
0,train,1023,58413
0,train,1024,38748
0,train,1025,14070
0,train,1026,38744
0,train,1027,4599
0,train,1028,30716
0,train,1031,9887
0,train,1032,2701
0,train,1033,56370
0,train,1034,34052
0,train,1035,78718
0,train,1036,78372
0,train,1037,24677
0,train,1039,88747
0,train,1040,81601
0,train,1041,46710
0,train,1042,60806
0,train,1043,99639
0,train,1044,71880
0,train,1045,85588
0,train,1046,13408
0,train,1047,56255
0,train,1049,29424
0,train,1051,33405
0,train,1052,83017
0,train,1053,39032
0,train,1054,53236
0,train,1056,87842
0,train,1057,45169
0,train,1058,86542
0,train,1059,85312
0,train,1062,90926
0,train,1063,31165
0,train,1064,19404
0,train,1067,39096
0,train,1068,28957
0,train,1069,49850
0,train,1070,31572
0,train,1073,72711
0,train,1074,70187
0,train,1075,43571
0,train,1077,34937
0,train,1078,30158
0,train,1080,35582
0,train,1082,28446
0,train,1083,51912
0,train,1084,32106
0,train,1085,38760
0,train,1087,63214
0,train,1089,68163
0,train,1090,51233
0,train,1092,39176
0,train,1093,29697
0,train,1094,49178
0,train,1096,22747
0,train,1097,84871
0,train,1099,71528
0,train,1100,10493
0,train,1101,6031
0,train,1102,584
0,train,1103,75088
0,train,1104,37740
0,train,1105,53837
0,train,1106,56653
0,train,1107,48266
0,train,1108,96858
0,train,1109,64690
0,train,1110,6579
0,train,1111,10333
0,train,1112,59847
0,train,1113,68006
0,train,1114,19564
0,train,1115,67829
0,train,1116,41374
0,train,1117,53069
0,train,1118,28485
0,train,1119,21441
0,train,1120,20084
0,train,1121,57918
0,train,1122,86227
0,train,1123,32177
0,train,1124,21953
0,train,1125,91524
0,train,1126,12606
0,train,1127,72448
0,train,1128,89126
0,train,1130,44963
0,train,1131,88057
0,train,1133,33046
0,train,1134,52165
0,train,1135,26081
0,train,1139,20190
0,train,1140,3188
0,train,1141,48068
0,train,1143,88115
0,train,1145,71614
0,train,1146,55763
0,train,1147,11755
0,train,1148,61687
0,train,1149,33711
0,train,1150,53971
0,train,1153,1133
0,train,1154,76422
0,train,1155,64578
0,train,1156,64815
0,train,1157,65425
0,train,1160,7508
0,train,1161,16178
0,train,1162,2325
0,train,1163,47892
0,train,1165,64346
0,train,1166,53424
0,train,1167,36985
0,train,1168,28480
0,train,1169,92418
0,train,1170,84055
0,train,1171,32668
0,train,1172,54094
0,train,1173,32913
0,train,1177,71715
0,train,1178,62453
0,train,1179,58871
0,train,1180,14516
0,train,1181,45241
0,train,1182,692
0,train,1183,68834
0,train,1184,37597
0,train,1185,10146
0,train,1187,38938
0,train,1188,25576
0,train,1189,2339
0,train,1190,49044
0,train,1191,90617
0,train,1192,47663
0,train,1193,82875
0,train,1195,58103
0,train,1196,93409
0,train,1197,22609
0,train,1198,10391
0,train,1199,53947
0,train,1200,92131
0,train,1201,70703
0,train,1202,86862
0,train,1203,50893
0,train,1205,2694
0,train,1206,24306
0,train,1207,47942
0,train,1208,9439
0,train,1209,27978
0,train,1210,14788
0,train,1211,40579
0,train,1213,34400
0,train,1214,962
0,train,1215,25330
0,train,1216,50310
0,train,1217,1084
0,train,1218,59376
0,train,1220,4732
0,train,1222,81870
0,train,1223,33908
0,train,1224,41333
0,train,1225,39872
0,train,1226,73277
0,train,1227,70554
0,train,1228,73415
0,train,1230,83494
0,train,1231,82952
0,train,1232,78653
0,train,1233,20316
0,train,1234,75706
0,train,1235,42718
0,train,1236,12443
0,train,1237,28074
0,train,1239,35409
0,train,1240,51576
0,train,1241,24960
0,train,1242,10424
0,train,1243,11368
0,train,1245,49166
0,train,1246,97395
0,train,1247,58884
0,train,1248,95679
0,train,1249,38401
0,train,1251,91646
0,train,1252,97214
0,train,1253,58032
0,train,1254,16951
0,train,1255,25289
0,train,1257,4034
0,train,1258,64837
0,train,1259,66116
0,train,1260,86892
0,train,1261,81956
0,train,1262,47096
0,train,1266,47051
0,train,1268,67272
0,train,1272,53769
0,train,1274,13526
0,train,1276,30679
0,train,1278,5145
0,train,1279,77304
0,train,1280,58629
0,train,1281,13208
0,train,1282,14391
0,train,1283,54460
0,train,1284,79185
0,train,1286,55319
0,train,1287,87684
0,train,1288,75575
0,train,1290,63529
0,train,1291,93010
0,train,1292,18932
0,train,1293,29436
0,train,1295,63434
0,train,1296,42902
0,train,1298,54164
0,train,1299,25770
0,train,1300,65513
0,train,1301,63868
0,train,1302,90168
0,train,1305,48821
0,train,1306,81900
0,train,1307,46395
0,train,1308,22743
0,train,1309,58843
0,train,1310,53027
0,train,1311,34844
0,train,1313,3003
0,train,1314,79042
0,train,1315,88264
0,train,1316,85546
0,train,1317,43555
0,train,1319,17102
0,train,1321,61960
0,train,1322,42168
0,train,1324,92493
0,train,1325,14247
0,train,1326,10254
0,train,1327,85017
0,train,1329,4315
0,train,1330,12707
0,train,1332,75990
0,train,1333,15448
0,train,1334,97525
0,train,1335,24934
0,train,1336,62505
0,train,1337,56815
0,train,1338,33883
0,train,1339,62792
0,train,1340,45230
0,train,1341,37569
0,train,1342,5917
0,train,1344,9158
0,train,1346,74226
0,train,1347,31212
0,train,1348,23208
0,train,1349,2847
0,train,1350,95737
0,train,1352,96724
0,train,1353,45455
0,train,1354,23812
0,train,1355,16805
0,train,1356,15673
0,train,1357,39549
0,train,1358,37243
0,train,1359,69034
0,train,1360,13879
0,train,1361,25618
0,train,1362,92699
0,train,1364,73440
0,train,1366,84014
0,train,1368,51023
0,train,1369,63065
0,train,1370,48767
0,train,1371,80877
0,train,1372,72305
0,train,1373,64110
0,train,1374,73952
0,train,1375,39747
0,train,1376,34143
0,train,1377,20855
0,train,1378,21481
0,train,1379,97637
0,train,1380,19078
0,train,1381,56193
0,train,1382,9326
0,train,1385,45147
0,train,1386,60095
0,train,1387,50530
0,train,1388,6130
0,train,1389,12049
0,train,1390,72530
0,train,1391,23541
0,train,1392,18681
0,train,1393,19324
0,train,1394,68745
0,train,1395,25368
0,train,1396,17033
0,train,1397,45707
0,train,1398,32254
0,train,1399,93503
0,train,1400,50659
0,train,1401,6582
0,train,1402,38672
0,train,1403,23425
0,train,1404,20788
0,train,1405,51816
0,train,1407,17523
0,train,1408,1171
0,train,1409,92815
0,train,1410,90011
0,train,1411,68596
0,train,1412,61891
0,train,1413,71889
0,train,1416,22475
0,train,1417,88947
0,train,1418,59564
0,train,1419,38908
0,train,1420,25549
0,train,1421,93750
0,train,1422,58423
0,train,1423,73369
0,train,1424,18534
0,train,1425,92193
0,train,1426,56524
0,train,1427,10116
0,train,1429,60322
0,train,1431,21579
0,train,1432,63193
0,train,1433,25247
0,train,1434,27517
0,train,1435,48508
0,train,1437,75739
0,train,1438,25861
0,train,1439,35726
0,train,1440,57747
0,train,1442,92455
0,train,1443,31975
0,train,1444,47823
0,train,1445,23329
0,train,1446,960
0,train,1448,11100
0,train,1449,28495
0,train,1450,57144
0,train,1451,48770
0,train,1452,48115
0,train,1453,5764
0,train,1454,63472
0,train,1455,9511
0,train,1456,25803
0,train,1457,16426
0,train,1458,21580
0,train,1459,60103
0,train,1460,76084
0,train,1461,63378
0,train,1462,99867
0,train,1463,59535
0,train,1465,259
0,train,1466,79344
0,train,1468,94917
0,train,1469,9124
0,train,1470,38447
0,train,1471,20511
0,train,1473,84017
0,train,1474,99906
0,train,1475,20880
0,train,1476,15662
0,train,1478,24065
0,train,1479,86855
0,train,1480,37635
0,train,1481,91073
0,train,1484,26204
0,train,1486,77992
0,train,1487,20375
0,train,1488,57651
0,train,1489,32322
0,train,1490,38905
0,train,1491,74664
0,train,1492,62424
0,train,1493,55993
0,train,1494,85308
0,train,1495,30531
0,train,1496,87001
0,train,1497,34251
0,train,1498,12657
0,train,1499,39517
0,train,1500,57897
0,train,1501,70305
0,train,1502,79501
0,train,1504,26194
0,train,1505,88636
0,train,1506,25672
0,train,1507,4121
0,train,1508,93311
0,train,1509,57687
0,train,1510,62375
0,train,1511,73214
0,train,1512,81929
0,train,1513,86985
0,train,1514,23499
0,train,1515,64846
0,train,1516,73145
0,train,1517,61078
0,train,1518,61434
0,train,1522,57600
0,train,1524,93525
0,train,1525,81079
0,train,1527,1879
0,train,1529,27899
0,train,1530,74764
0,train,1531,28144
0,train,1532,4755
0,train,1533,56205
0,train,1534,6884
0,train,1535,81961
0,train,1537,18771
0,train,1539,33180
0,train,1540,70468
0,train,1542,67713
0,train,1543,98355
0,train,1544,48558
0,train,1545,47621
0,train,1547,51350
0,train,1548,34182
0,train,1549,18802
0,train,1550,31076
0,train,1551,58297
0,train,1552,67707
0,train,1553,90272
0,train,1554,84953
0,train,1555,89442
0,train,1556,485
0,train,1557,85929
0,train,1558,39621
0,train,1559,36077
0,train,1560,85766
0,train,1561,8527
0,train,1562,25566
0,train,1563,53807
0,train,1565,36872
0,train,1566,76859
0,train,1567,4179
0,train,1570,60249
0,train,1571,35960
0,train,1572,86178
0,train,1573,36830
0,train,1575,21393
0,train,1576,31187
0,train,1577,38600
0,train,1578,17154
0,train,1579,97145
0,train,1582,35970
0,train,1584,30232
0,train,1586,21408
0,train,1587,49577
0,train,1588,51639
0,train,1589,80153
0,train,1591,51997
0,train,1592,64603
0,train,1593,10196
0,train,1594,88970
0,train,1595,18752
0,train,1596,14816
0,train,1597,58084
0,train,1598,44263
0,train,1600,13060
0,train,1601,15113
0,train,1602,8927
0,train,1604,17840
0,train,1606,37956
0,train,1608,36703
0,train,1609,85090
0,train,1610,19664
0,train,1611,84326
0,train,1612,84841
0,train,1613,98640
0,train,1614,10351
0,train,1616,87353
0,train,1617,88530
0,train,1618,78952
0,train,1619,15889
0,train,1620,6382
0,train,1621,35416
0,train,1623,14124
0,train,1624,97901
0,train,1625,66756
0,train,1627,22942
0,train,1628,39295
0,train,1629,83190
0,train,1630,4067
0,train,1631,43513
0,train,1632,67589
0,train,1634,26282
0,train,1636,43701
0,train,1638,12295
0,train,1639,50632
0,train,1640,43479
0,train,1641,196
0,train,1642,59251
0,train,1643,48190
0,train,1644,39415
0,train,1645,71256
0,train,1646,59455
0,train,1647,90890
0,train,1648,70705
0,train,1650,72887
0,train,1651,19249
0,train,1652,49444
0,train,1653,74530
0,train,1654,99228
0,train,1656,53926
0,train,1657,90129
0,train,1658,64826
0,train,1659,67748
0,train,1661,16833
0,train,1662,14084
0,train,1663,31032
0,train,1664,78945
0,train,1665,22930
0,train,1666,22121
0,train,1667,12123
0,train,1668,81538
0,train,1669,50409
0,train,1671,90151
0,train,1672,79879
0,train,1673,66717
0,train,1674,19825
0,train,1675,97974
0,train,1676,13844
0,train,1678,7561
0,train,1679,38156
0,train,1680,14162
0,train,1681,18617
0,train,1683,44058
0,train,1684,77970
0,train,1685,65616
0,train,1687,77578
0,train,1688,88286
0,train,1689,10457
0,train,1691,60326
0,train,1692,63977
0,train,1693,68568
0,train,1694,14379
0,train,1695,63576
0,train,1696,93024
0,train,1698,26286
0,train,1699,18198
0,train,1700,39751
0,train,1701,65121
0,train,1702,9228
0,train,1706,52728
0,train,1707,95359
0,train,1708,65503
0,train,1710,94993
0,train,1711,82005
0,train,1712,81424
0,train,1715,87457
0,train,1717,40107
0,train,1718,81321
0,train,1719,60855
0,train,1720,40898
0,train,1721,64016
0,train,1722,33855
0,train,1723,85161
0,train,1726,13739
0,train,1729,6345
0,train,1730,10911
0,train,1731,97408
0,train,1734,50387
0,train,1735,32038
0,train,1737,51172
0,train,1738,15859
0,train,1739,35865
0,train,1740,27472
0,train,1741,88408
0,train,1742,41084
0,train,1743,81054
0,train,1745,19510
0,train,1746,25597
0,train,1747,10542
0,train,1748,92244
0,train,1751,33465
0,train,1753,97329
0,train,1754,16818
0,train,1755,85498
0,train,1756,44262
0,train,1757,62770
0,train,1758,89412
0,train,1760,64305
0,train,1761,34819
0,train,1762,25012
0,train,1763,50110
0,train,1764,8034
0,train,1765,56877
0,train,1766,73830
0,train,1767,96598
0,train,1768,57782
0,train,1769,54923
0,train,1770,77045
0,train,1771,56858
0,train,1772,17403
0,train,1774,35482
0,train,1775,2171
0,train,1776,79759
0,train,1777,42218
0,train,1778,31951
0,train,1779,66632
0,train,1780,5679
0,train,1781,57763
0,train,1782,47946
0,train,1784,39364
0,train,1785,78489
0,train,1786,229
0,train,1787,8853
0,train,1789,41632
0,train,1790,41647
0,train,1791,93709
0,train,1793,80846
0,train,1794,45592
0,train,1797,43626
0,train,1800,95897
0,train,1801,84848
0,train,1802,39522
0,train,1803,49835
0,train,1805,10282
0,train,1806,34577
0,train,1807,13229
0,train,1808,99612
0,train,1809,69797
0,train,1810,36961
0,train,1811,21208
0,train,1812,19674
0,train,1813,83098
0,train,1814,4800
0,train,1815,591
0,train,1816,67881
0,train,1817,48281
0,train,1818,54087
0,train,1819,57425
0,train,1821,25551
0,train,1823,33385
0,train,1824,92835
0,train,1825,99320
0,train,1826,82874
0,train,1827,35971
0,train,1828,73435
0,train,1830,69592
0,train,1831,98711
0,train,1832,81226
0,train,1833,95188
0,train,1834,73269
0,train,1835,78731
0,train,1836,765
0,train,1837,97917
0,train,1838,89561
0,train,1839,93786
0,train,1840,37853
0,train,1841,48630
0,train,1842,56701
0,train,1843,24446
0,train,1844,63417
0,train,1845,53335
0,train,1846,76181
0,train,1847,29685
0,train,1848,24624
0,train,1849,27914
